station,month,year,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd_mode,month_year,CO_PPM,NO2_PPM,SO2_PPM,O3_PPM,PM2.5_Category,PM10_Category,CO_Category,NO2_Category,SO2_Category,O3_Category
Tiantan,2,2014,146.5535194633409,150.0460364701436,57.22742346938776,72.34702853363567,2199.780328798186,32.32095143613001,-0.3188775510204082,1024.2546697845805,-10.157825491307634,0.010147392290249434,1.7923800075585792,E,2014-02-01,1.9128524598245096,0.03848246198597642,0.02184252804175105,0.016490281344964292,Very Poor,Very Poor,Good,Good,Good,Good
Wanliu,2,2014,162.79282879818595,167.9475387377173,65.0083664021164,117.4401596749811,2609.9612622826908,14.487618102796674,-0.013454270597127718,1022.3593820861677,-8.917958711262283,0.008595521541950113,1.6729143046107333,NE,2014-02-01,2.269531532419731,0.062468170039883565,0.024812353588594044,0.007391641889181977,Extremely Poor,Very Poor,Good,Fair,Good,Good
Dongsi,2,2014,155.3050500755858,151.90994897959183,63.01685563114135,10.390873015873016,2176.555177626606,39.40814436885866,-0.3188775510204082,1024.2546697845805,-10.157825491307634,0.010147392290249434,1.7923800075585792,E,2014-02-01,1.892656676197049,0.005527060114826073,0.02405223497371807,0.020106196106560538,Extremely Poor,Very Poor,Good,Good,Good,Good
Guanyuan,2,2014,151.02654950869237,157.9683201058201,62.59163832199546,75.76859410430839,2222.631802721088,19.17735260770975,-0.013454270597127718,1022.3593820861677,-8.917958711262283,0.008595521541950113,1.6729143046107333,NE,2014-02-01,1.9327233067139897,0.04030244367250447,0.02388993829083796,0.009784363575362118,Extremely Poor,Very Poor,Good,Good,Good,Good
Gucheng,2,2014,155.17983276643992,155.66465419501134,53.281434240362806,77.95800736961452,2470.4917800453513,32.69622543461829,0.03234363189720331,1020.3907501889645,-9.54001558956916,0.010879629629629631,1.1794949924414209,W,2014-02-01,2.1482537217785667,0.041467025196603474,0.020336425282581224,0.016681747670723616,Extremely Poor,Very Poor,Good,Good,Good,Good
Changping,2,2014,144.83902588813302,150.63417422524566,62.55351473922902,60.53827003023431,2167.8132086167802,26.25222978080121,-0.3112339380196523,1019.0714923469388,-11.243863378684807,0.003698979591836735,1.728618669690098,NNW,2014-02-01,1.8850549640145917,0.032201207462890596,0.023875387305049244,0.013393994786123067,Very Poor,Very Poor,Good,Good,Good,Good
Shunyi,2,2014,161.68827947845804,155.60942932728648,48.2964238473167,56.47243008314437,2012.526455026455,28.5896022297808,-0.25845379818594105,1025.0189366024188,-9.979443027210884,0.00596182917611489,1.6150085034013604,NNE,2014-02-01,1.7500230043708307,0.03003852663997041,0.01843374956004454,0.014586531749888165,Extremely Poor,Very Poor,Good,Good,Good,Good
Huairou,2,2014,152.8881472033258,149.31640211640212,55.11150321239607,57.562074829931966,1862.2982804232804,36.38923847316704,-1.3428453325774754,1019.2245653817083,-10.636118197278913,0.0067838246409674995,1.0505881519274376,WNW,2014-02-01,1.6193898090637222,0.03061812490953828,0.021034924890227506,0.018565937996513796,Extremely Poor,Very Poor,Good,Good,Good,Good
Wanshouxigong,2,2014,160.62866591080876,179.40803571428572,70.13921957671957,78.47075774754346,2450.4355631141348,21.561229213907787,0.16694302721088436,1021.5992110733182,-9.583524659863945,0.009866307634164777,1.4349773242630386,W,2014-02-01,2.1308135331427263,0.04173976475933163,0.026770694494931132,0.011000627149952954,Extremely Poor,Very Poor,Good,Good,Good,Good
Nongzhanguan,2,2014,156.5777305366591,167.47614323507182,65.63000283446712,68.20072278911564,2203.9621126228267,26.360359977324265,-0.3188775510204082,1024.2546697845805,-10.157825491307634,0.010147392290249434,1.7923800075585792,E,2014-02-01,1.9164887935850667,0.03627698020697641,0.025049619402468366,0.01344916325373687,Extremely Poor,Very Poor,Good,Good,Good,Good
Aotizhongxin,2,2014,149.98641817838248,156.58739606953893,57.26753590325019,67.94394368858654,2128.2473544973545,20.164040060468633,-0.013454270597127718,1022.3593820861677,-8.917958711262283,0.008595521541950113,1.6729143046107333,NE,2014-02-01,1.8506498734759607,0.0361403955790354,0.021857838131011522,0.010287775541055425,Very Poor,Very Poor,Good,Good,Good,Good
Dingling,2,2014,157.00171957671958,146.78333333333333,37.79400982615268,43.779761904761905,1781.8556311413454,29.57074357520786,-0.3112339380196523,1019.0714923469388,-11.243863378684807,0.003698979591836735,1.728618669690098,NNW,2014-02-01,1.5494396792533438,0.023287107396149948,0.01442519459013461,0.015087114068983602,Extremely Poor,Very Poor,Good,Good,Good,Good
Dingling,3,2014,83.60556408943506,113.97495306366274,23.006891107697555,30.245455709165388,1088.2535415599932,65.99176480628094,10.285692951015532,1010.2861601809182,-8.335014507595153,0.003942652329749104,1.9608721624850658,NNW,2014-03-01,0.9463074274434724,0.01608800835593904,0.008781256147976165,0.0336692677583066,Very Poor,Poor,Good,Good,Good,Good
Nongzhanguan,3,2014,99.48564174773851,139.3057689025431,38.980990783410135,67.79501621437106,1468.1046253626898,48.171744324970135,10.069145758661888,1015.3028567161632,-6.333913637139443,0.0007317801672640381,2.1017281105990784,E,2014-03-01,1.2766127177066868,0.03606117883743142,0.014878240757026769,0.024577420573964354,Very Poor,Very Poor,Good,Good,Good,Good
Wanshouxigong,3,2014,98.24492234169654,158.17035756955113,39.89012630141662,66.08297064345452,1474.5754394947942,49.03151135005974,10.704254138931558,1012.803063662741,-5.875514166239973,0.00011947431302270013,1.8227406554019459,NW,2014-03-01,1.282239512604169,0.03515051629970985,0.015225239046342222,0.025016077219418235,Very Poor,Very Poor,Good,Good,Good,Good
Huairou,3,2014,90.88029100529101,120.99598907663423,30.64996159754224,47.24325823519372,1131.9465779143197,63.22043010752688,8.97850102406554,1010.4530679296807,-7.002035330261136,0.005884109916367982,1.6107441542925414,WNW,2014-03-01,0.9843013720994086,0.025129392678294532,0.01169845862501612,0.03225532148343208,Very Poor,Very Poor,Good,Good,Good,Good
Dongsi,3,2014,99.70969875405359,130.62907492746203,37.78899982932241,60.68153695169824,1488.035500938727,53.50228281276668,10.069145758661888,1015.3028567161632,-6.333913637139443,0.0007317801672640381,2.1017281105990784,E,2014-03-01,1.2939439138597626,0.03227741327217992,0.014423282377603971,0.027297083067738103,Very Poor,Very Poor,Good,Good,Good,Good
Changping,3,2014,86.1634877965523,128.95792797405701,34.713965693804404,53.73892729134665,1302.3297491039427,45.21936337258917,10.285692951015532,1010.2861601809182,-8.335014507595153,0.003942652329749104,1.9608721624850658,NNW,2014-03-01,1.1324606513947328,0.028584535793269496,0.013249605226642902,0.02307110376152509,Very Poor,Very Poor,Good,Good,Good,Good
Wanliu,3,2014,98.39104369346305,150.75177077999658,41.460210786823694,93.46360300392558,1530.5811571940603,33.583333333333336,10.127771377368152,1013.6573732718895,-4.356792968083291,0.001075268817204301,1.8719235364396656,NE,2014-03-01,1.3309401366904874,0.04971468244889659,0.015824507933902172,0.0171343537414966,Very Poor,Very Poor,Good,Good,Good,Good
Tiantan,3,2014,93.95747994538317,127.8013099505035,33.66451186209251,65.20336234852364,1424.6501109404337,47.38912357057519,10.069145758661888,1015.3028567161632,-6.333913637139443,0.0007317801672640381,2.1017281105990784,E,2014-03-01,1.2388261834264642,0.034682639547087044,0.012849050329042943,0.024178124270701627,Very Poor,Very Poor,Good,Good,Good,Good
Gucheng,3,2014,99.25853387950161,155.4870498378563,31.86981566820277,73.28033794162826,1705.1749445297833,48.75569636456733,10.587997098480969,1011.5721539511861,-6.160381464413723,0.0009557945041816008,1.4604241338112307,E,2014-03-01,1.4827608213302466,0.038978903160440566,0.012164051781756781,0.024875355288044555,Very Poor,Very Poor,Good,Good,Good,Good
Guanyuan,3,2014,94.5349675712579,133.47917733401604,37.55800904591227,73.54091995221027,1393.1984980372076,44.87950162143711,10.127771377368152,1013.6573732718895,-4.356792968083291,0.001075268817204301,1.8719235364396656,NE,2014-03-01,1.211476954814963,0.039117510612877805,0.014335117956455064,0.022897704908896484,Very Poor,Very Poor,Good,Good,Good,Good
Aotizhongxin,3,2014,98.49876258747226,146.8825738180577,36.50025601638505,68.29158132787165,1372.0259429936848,38.506443079023725,10.127771377368152,1013.6573732718895,-4.356792968083291,0.001075268817204301,1.8719235364396656,NE,2014-03-01,1.1930660373858128,0.03632530921695301,0.013931395426101164,0.01964614442807333,Very Poor,Very Poor,Good,Good,Good,Good
Shunyi,3,2014,97.46804062126643,132.8034860897764,31.04288274449565,59.88982761563407,1220.0503498890596,45.92633128520225,9.861510069977811,1016.0829962450931,-5.986198583376003,0.00023894862604540026,1.918426779313876,NNE,2014-03-01,1.060913347729617,0.03185629128491174,0.011848428528433454,0.023431801676123597,Very Poor,Very Poor,Good,Good,Good,Good
Tiantan,4,2014,85.0229188712522,127.30338183421516,16.624246031746033,53.235074955908296,934.5480599647267,73.52612433862434,17.25218253968254,1011.9545546737213,2.9963778659611995,0.02812830687830688,1.9880224867724867,E,2014-04-01,0.8126504869258494,0.028316529231866117,0.006345132073185509,0.03751332874419609,Very Poor,Very Poor,Good,Good,Good,Good
Gucheng,4,2014,102.4967328042328,179.00065255731923,15.93272045855379,70.13561728395061,1029.0436507936506,66.54111992945326,17.544296737213404,1008.2386243386243,3.3813249559082896,0.019501763668430334,1.204157848324515,N,2014-04-01,0.8948205659075223,0.037306179406356714,0.006081191014715187,0.033949550984414927,Very Poor,Very Poor,Good,Good,Good,Good
Wanshouxigong,4,2014,86.43075396825397,141.37043650793652,18.906393298059964,53.94197530864197,1068.289241622575,71.91951058201059,17.380293209876545,1009.5210097001764,3.9093320105820104,0.018419312169312172,1.636353615520282,SW,2014-04-01,0.9289471666283261,0.028692540057788287,0.00721618064811449,0.03669362784796459,Very Poor,Very Poor,Good,Good,Good,Good
Wanliu,4,2014,91.96699735449735,157.09922839506171,18.303373015873014,79.70240299823632,963.0070546737214,48.23337742504409,17.105696649029984,1010.3958950617284,4.8346825396825395,0.017455908289241623,1.6514969135802469,SW,2014-04-01,0.8373974388467142,0.042394895211827835,0.006986020235066036,0.02460886603318576,Very Poor,Very Poor,Good,Good,Good,Good
Nongzhanguan,4,2014,86.20283068783068,142.18696649029982,19.67479717813051,59.85033068783069,963.5617283950618,74.41654761904762,17.25218253968254,1011.9545546737213,2.9963778659611995,0.02812830687830688,1.9880224867724867,E,2014-04-01,0.837879763821793,0.031835282280761004,0.007509464571805538,0.03796762633624878,Very Poor,Very Poor,Good,Good,Good,Good
Guanyuan,4,2014,89.78626543209876,136.80108024691359,18.516516754850088,66.37757054673722,922.1992945326278,76.517848324515,17.105696649029984,1010.3958950617284,4.8346825396825395,0.017455908289241623,1.6514969135802469,SW,2014-04-01,0.8019124300283721,0.03530721837592405,0.007067372807194689,0.039039718532915824,Very Poor,Very Poor,Good,Good,Good,Good
Huairou,4,2014,85.09759700176367,130.2753086419753,13.781878306878308,42.09010141093475,808.4722222222222,82.60740740740741,16.328902116402116,1007.2133619929454,2.3860978835978837,0.020295414462081128,1.8815961199294533,WNW,2014-04-01,0.7030193236714976,0.022388351814326996,0.005260258895755079,0.04214663643235072,Very Poor,Very Poor,Good,Good,Good,Good
Dingling,4,2014,92.78913139329805,117.1535052910053,11.455379188712522,30.361353615520283,680.1190476190476,96.12455908289242,17.53888007054674,1006.9372354497356,1.353366402116402,0.011673280423280424,1.8436948853615522,E,2014-04-01,0.591407867494824,0.01614965617846824,0.004372282133096382,0.049043142389230826,Very Poor,Poor,Good,Good,Good,Good
Dongsi,4,2014,89.70945767195768,147.81876102292767,20.672663139329806,54.72665343915344,990.6415343915344,74.23619929453263,17.25218253968254,1011.9545546737213,2.9963778659611995,0.02812830687830688,1.9880224867724867,E,2014-04-01,0.8614274212100299,0.029109922042102894,0.007890329442492293,0.03787561188496563,Very Poor,Very Poor,Good,Good,Good,Good
Shunyi,4,2014,87.77544091710759,141.34109347442683,17.11439594356261,54.455026455026456,903.9594356261023,71.70559964726631,17.277175925925928,1012.7345877425043,2.8874448853615524,0.02085537918871252,1.8620458553791888,SSW,2014-04-01,0.7860516831531325,0.02896543960373748,0.006532212192199469,0.036584489615952204,Very Poor,Very Poor,Good,Good,Good,Good
Changping,4,2014,113.2055114638448,148.4241622574956,15.59212962962963,46.27178130511464,854.1710758377425,78.52735890652556,17.53888007054674,1006.9372354497356,1.353366402116402,0.011673280423280424,1.8436948853615522,E,2014-04-01,0.7427574572502109,0.024612649630380127,0.0059511945151258135,0.040064979033941614,Very Poor,Very Poor,Good,Good,Good,Good
Aotizhongxin,4,2014,104.09982363315697,168.8089947089947,18.61410934744268,64.02356701940036,852.3456790123456,60.32753527336861,17.105696649029984,1010.3958950617284,4.8346825396825395,0.017455908289241623,1.6514969135802469,SW,2014-04-01,0.7411701556629093,0.03405508884010658,0.007104621888336901,0.030779354731310517,Very Poor,Very Poor,Good,Good,Good,Good
Aotizhongxin,5,2014,70.90782556750298,134.67391193036354,15.454753370882404,55.35081285202253,793.2646356033453,82.50299539170507,21.38204898446834,1001.5091269841271,8.17770737327189,0.08406938044034817,1.7734980372077147,N,2014-05-01,0.6897953353072568,0.02944192172979922,0.0058987608285810695,0.04209336499576789,Very Poor,Very Poor,Good,Good,Good,Good
Guanyuan,5,2014,62.99786226318484,124.29700247482505,15.623111879160266,57.25870029015191,984.041645331968,92.10729220003414,21.38204898446834,1001.5091269841271,8.17770737327189,0.08406938044034817,1.7734980372077147,N,2014-05-01,0.8556883872451896,0.03045675547348506,0.005963019801206208,0.04699351642858885,Very Poor,Very Poor,Good,Good,Good,Good
Shunyi,5,2014,64.33577828981055,110.49126984126985,11.65732633555214,79.3084144051886,879.0279911247654,92.56214797747056,21.95027308414405,1003.7808585082779,6.069457245263697,0.045526113671274966,2.3584186721283493,NW,2014-05-01,0.7643721661954482,0.04218532681127053,0.004449361196775626,0.047225585702791104,Very Poor,Poor,Good,Good,Good,Good
Dongsi,5,2014,63.3189366786141,123.64654377880184,17.42988991295443,46.944845536781024,946.9342037890424,89.93400324287421,21.982691158900835,1003.0273340160436,6.171274961597542,0.08056835637480798,2.489104369346305,E,2014-05-01,0.8234210467730805,0.024970662519564375,0.006652629737768865,0.04588469553207868,Very Poor,Very Poor,Good,Good,Good,Good
Dingling,5,2014,48.128848779655236,73.41989247311828,9.47257637822154,17.76873186550606,456.46996074415426,111.74550691244241,22.215614866018093,998.2462109575014,4.531487881891108,0.08668501450759514,2.325706178528759,NNW,2014-05-01,0.39693040064709073,0.009451453119950031,0.0036154871672601295,0.05701301373083796,Poor,Fair,Good,Good,Good,Fair
Huairou,5,2014,51.14361665813279,89.61667946748592,10.389912954429084,29.256588154975255,753.1532684758491,99.71411503669567,20.841843744666328,998.3790130568357,6.121680320873868,0.056485748421232294,2.1776732377538828,WNW,2014-05-01,0.6549158856311732,0.015562014976050668,0.0039656156314614825,0.05087454848811004,Very Poor,Poor,Good,Good,Good,Fair
Gucheng,5,2014,69.9213218979348,151.64483273596178,21.215211640211642,59.21781447345963,882.6591568527052,87.21107270865335,22.420020481310804,999.4430960914832,6.837043437446663,0.06943591056494282,1.2120199692780338,N,2014-05-01,0.767529701611048,0.03149883748588279,0.008097409022981544,0.044495445259517014,Very Poor,Very Poor,Good,Good,Good,Good
Changping,5,2014,53.997516641065026,101.41905615292713,12.43173323092678,36.181024918928145,741.2719747397167,98.09490527393754,22.215614866018093,998.2462109575014,4.531487881891108,0.08668501450759514,2.325706178528759,NNW,2014-05-01,0.6445843258606233,0.01924522602070646,0.004744936347681977,0.050048421058131405,Very Poor,Poor,Good,Good,Good,Fair
Tiantan,5,2014,63.03954173067076,114.63718637992831,7.792648062809354,44.432313534732884,889.2609660351595,92.94276753712236,21.982691158900835,1003.0273340160436,6.171274961597542,0.08056835637480798,2.489104369346305,E,2014-05-01,0.7732704052479649,0.023634209326985577,0.002974293153744028,0.04741977935567468,Very Poor,Poor,Good,Good,Good,Good
Wanshouxigong,5,2014,65.6429296808329,121.60724099675713,16.055918245434373,49.495131421744325,964.2430448882062,91.12272998805257,22.041414917221367,1000.6808158388803,6.882725294418843,0.08974227683905102,2.0343339307048987,SW,2014-05-01,0.8384722129462664,0.026327197564757623,0.006128213070776479,0.046491188769414576,Very Poor,Very Poor,Good,Good,Good,Good
Nongzhanguan,5,2014,64.32860983102918,128.5805342208568,16.740681003584232,53.932206861239116,806.9209762758151,100.31358593616658,21.982691158900835,1003.0273340160436,6.171274961597542,0.08056835637480798,2.489104369346305,E,2014-05-01,0.7016704141528827,0.028687344075127193,0.006389572902131386,0.05118040098784009,Very Poor,Very Poor,Good,Good,Good,Fair
Wanliu,5,2014,63.35515446321897,132.69486260454002,16.7356524150879,63.34956263867554,857.1599249018604,73.39558798429766,21.38204898446834,1001.5091269841271,8.17770737327189,0.08371095750128008,1.7734980372077147,N,2014-05-01,0.7453564564364005,0.03369657587163593,0.006387653593544999,0.03744672856341717,Very Poor,Very Poor,Good,Good,Good,Good
Wanliu,6,2014,56.04865520282187,86.14241622574956,7.733068783068783,50.82998236331569,730.7407407407408,81.31977513227513,24.723617724867726,999.9434942680776,17.51983024691358,0.2630643738977072,1.159160052910053,ENE,2014-06-01,0.635426731078905,0.027037224661338136,0.0029515529706369403,0.04148968118993629,Very Poor,Poor,Good,Good,Good,Good
Guanyuan,6,2014,59.1407848324515,76.02215608465609,7.105753968253968,44.9214065255732,977.7777777777778,102.47006172839505,24.723617724867726,999.9434942680776,17.51983024691358,0.2630643738977072,1.159160052910053,ENE,2014-06-01,0.8502415458937199,0.023894365173177234,0.0027121198352114376,0.05228064373897707,Very Poor,Fair,Good,Good,Good,Fair
Nongzhanguan,6,2014,56.290740740740745,85.85097001763668,8.342879188712523,47.420370370370364,886.4175485008818,109.6450176366843,24.837905643738978,1001.6289109347443,15.906267636684303,0.18406084656084656,1.6481966490299824,E,2014-06-01,0.7707978682616364,0.025223601260835303,0.0031843050338597415,0.05594133552892056,Very Poor,Poor,Good,Good,Good,Fair
Dingling,6,2014,39.318320105820106,42.413800705467374,4.080992063492063,13.607376543209876,439.2808641975309,116.31524691358025,25.27138668430335,996.9375970017637,14.64077380952381,0.1079320987654321,1.6712301587301586,E,2014-06-01,0.38198336017176604,0.007237966246388232,0.001557630558584757,0.0593445137314185,Poor,Fair,Good,Good,Good,Fair
Dongsi,6,2014,57.3616975308642,76.82676366843035,8.158597883597883,46.96735008818342,953.4876543209876,97.65284391534391,24.837905643738978,1001.6289109347443,15.906267636684303,0.18406084656084656,1.6481966490299824,E,2014-06-01,0.8291196994095545,0.024982633025629482,0.0031139686578617876,0.04982287954864485,Very Poor,Fair,Good,Good,Good,Good
Wanshouxigong,6,2014,57.61296296296297,81.28117283950617,6.353373015873016,45.81635802469136,985.2491181657848,107.53537918871251,25.01125661375661,999.3022001763668,16.342076719576717,0.20592372134038803,1.4022442680776015,SW,2014-06-01,0.8567383636224216,0.024370403204623067,0.0024249515327759603,0.05486498938199618,Very Poor,Poor,Good,Good,Good,Fair
Aotizhongxin,6,2014,59.519885361552035,60.83476631393298,6.31494708994709,50.726521164021165,696.6380070546737,92.09885361552028,24.723617724867726,999.9434942680776,17.51983024691358,0.2630643738977072,1.159160052910053,ENE,2014-06-01,0.6057721800475424,0.0269821921085219,0.0024102851488347673,0.04698921102832668,Very Poor,Fair,Good,Good,Good,Good
Huairou,6,2014,46.89407407407407,66.70392857142858,6.2171649029982365,23.164382716049385,785.5753968253968,117.88186948853615,24.116276455026455,997.0610515873016,15.642114197530866,0.12715388007054673,1.702632275132275,ENE,2014-06-01,0.6831090407177364,0.012321480168111375,0.0023729637034344414,0.06014381096353885,Poor,Fair,Good,Good,Good,Fair
Gucheng,6,2014,56.94931657848325,92.22092151675484,3.06739417989418,44.76095679012346,831.1221340388008,100.61018518518517,25.27180114638448,998.1201190476191,16.197879188712523,0.12378086419753086,0.9023059964726632,N,2014-06-01,0.7227148991641746,0.023809019569214607,0.0011707611373641907,0.05133172713529856,Very Poor,Poor,Good,Good,Good,Fair
Shunyi,6,2014,55.44014550264551,74.84689153439155,4.8161816578483245,38.981428571428566,704.6957671957672,108.91624779541446,25.13801587301587,1002.3946208112875,15.489872134038801,0.10764991181657849,1.645410052910053,NE,2014-06-01,0.6127789279963194,0.02073480243161094,0.00183823727398791,0.05556951418133391,Very Poor,Fair,Good,Good,Good,Fair
Tiantan,6,2014,60.07915784832451,82.41849647266314,7.630930335097001,39.643033509700174,906.2279541446208,100.76386684303351,24.837905643738978,1001.6289109347443,15.906267636684303,0.18406084656084656,1.6481966490299824,E,2014-06-01,0.7880243079518442,0.021086719951968178,0.002912568830189695,0.05141013614440485,Very Poor,Poor,Good,Good,Good,Fair
Changping,6,2014,45.59023368606702,60.42257495590828,5.336265432098766,31.23152557319224,690.2336860670194,110.86181657848326,25.27138668430335,996.9375970017637,14.64077380952381,0.1079320987654321,1.6712301587301586,E,2014-06-01,0.6002032052756692,0.01661251360276183,0.0020367425313354065,0.056562151315552686,Poor,Fair,Good,Good,Good,Fair
Guanyuan,7,2014,85.79952636968767,108.34543864140639,7.557198327359618,41.80724099675712,1053.9503328213004,102.66566820276498,27.947535842293906,998.3226403823178,20.84966931216931,0.08693463048301758,1.2983870967741935,SW,2014-07-01,0.9164785502793917,0.022237894147211237,0.002884426842503671,0.05238044296059438,Very Poor,Poor,Good,Good,Good,Fair
Wanshouxigong,7,2014,85.22510240655402,110.33461341525857,5.288018433179723,40.08796296296296,903.4092848608977,108.151284348865,28.401679040791944,997.7879352278546,19.534882232462877,0.05859361665813279,1.491967485919099,SW,2014-07-01,0.7855732911833894,0.021323384554767535,0.0020183276462518024,0.055179226708604596,Very Poor,Poor,Good,Good,Good,Fair
Dingling,7,2014,79.81779740570063,89.83907236729817,4.902969790066565,16.504510155316606,790.4514422256358,124.35200119474314,28.494062553336747,995.4118130227001,18.0396164021164,0.07198327359617683,1.817530721966206,E,2014-07-01,0.6873490801962051,0.00877899476346628,0.001871362515292582,0.06344489856874651,Very Poor,Poor,Good,Good,Good,Fair
Gucheng,7,2014,90.59705154463218,137.62645075951528,4.457415941286909,44.95797064345451,911.1196449906128,105.29013056835637,28.507482078853045,996.567037890425,20.558738692609662,0.09997653183137055,0.9560803891449053,N,2014-07-01,0.7922779521657504,0.023913814172050272,0.0017013037943843163,0.053719454371610395,Very Poor,Very Poor,Good,Good,Good,Fair
Nongzhanguan,7,2014,84.6734639016897,111.89541730670763,8.165028161802356,44.10273937532002,1053.426779313876,109.4591077828981,28.30213560334528,1000.0997333162655,19.14403695169824,0.0982057518347841,1.7891449052739377,E,2014-07-01,0.9160232863598923,0.023458903923042566,0.0031164229625199828,0.055846483562703116,Very Poor,Poor,Good,Good,Good,Fair
Wanliu,7,2014,91.04416282642089,121.85496671786994,11.500597371565114,53.274214883085854,802.2934801160608,84.41916282642089,27.947535842293906,998.3226403823178,20.84966931216931,0.08693463048301758,1.2983870967741935,SW,2014-07-01,0.6976465044487486,0.028337348342066946,0.004389540981513403,0.043071001442051476,Very Poor,Very Poor,Good,Good,Good,Good
Tiantan,7,2014,91.53873954599761,115.79394094555386,6.896134152585766,36.01220344768732,1009.1495989076634,104.61518177163339,28.30213560334528,1000.0997333162655,19.14403695169824,0.0982057518347841,1.7891449052739377,E,2014-07-01,0.87752139035449,0.01915542736579113,0.0026321122719793,0.05337509274062928,Very Poor,Poor,Good,Good,Good,Fair
Changping,7,2014,80.48202764976958,103.11165727939921,5.4490058030380615,32.63011179382147,878.9345451442225,118.68193377709505,28.494062553336747,995.4118130227001,18.0396164021164,0.07198327359617683,1.817530721966206,E,2014-07-01,0.7642909088210631,0.01735644244352206,0.0020797732072664354,0.060552007029130134,Very Poor,Poor,Good,Good,Good,Fair
Dongsi,7,2014,98.47452636968765,98.47452636968765,9.278567161631678,42.69174773852193,1058.5530807305001,95.71451612903226,28.30213560334528,1000.0997333162655,19.14403695169824,0.0982057518347841,1.7891449052739377,E,2014-07-01,0.9204809397656524,0.0227083764566606,0.003541437847951022,0.04883393680052667,Very Poor,Poor,Good,Good,Good,Good
Huairou,7,2014,98.73331413210445,118.2577636968766,4.631315070831199,22.644768731865508,967.6122205154463,115.66391449052739,27.01836490868749,995.5978003925585,19.443990015360985,0.17836661546338967,1.4928379416282642,NE,2014-07-01,0.8414019308829969,0.012045089750992291,0.0017676775079508394,0.05901220127067724,Very Poor,Poor,Good,Good,Good,Fair
Shunyi,7,2014,95.1472691585595,113.22583205325141,6.347516641065028,27.332339136371395,957.6732377538829,109.2635155316607,28.28404377880184,1000.8441564260113,18.99943036354327,0.13592336576207545,1.7909007509813963,S,2014-07-01,0.8327593371772894,0.014538478264027339,0.0024227162752156594,0.05574669159778607,Very Poor,Poor,Good,Good,Good,Fair
Aotizhongxin,7,2014,93.20920805598226,93.20920805598226,4.527180406212664,48.29194401775047,801.2758149854925,93.10524406895374,27.947535842293906,998.3226403823178,20.84966931216931,0.08693463048301758,1.2983870967741935,SW,2014-07-01,0.6967615782482544,0.025687204264760885,0.001727931452752925,0.047502675545384565,Very Poor,Poor,Good,Good,Good,Good
Wanshouxigong,8,2014,64.47516854412015,91.99762544802869,4.107027649769585,48.567076292882746,1027.6711042840075,98.0049795186892,26.31586661546339,1001.852451356887,18.133183990442056,0.14725635774022872,1.4062638675541903,SW,2014-08-01,0.8936270472034848,0.025833551219618483,0.0015675678052555668,0.0500025405707598,Very Poor,Poor,Good,Good,Good,Fair
Huairou,8,2014,55.26058201058201,75.05624679979519,4.260249189281447,21.99172640382318,743.579535756955,114.10544034818227,25.283964840416452,999.5789213176309,17.054435483870968,0.07053038061102578,1.5518582522614779,E,2014-08-01,0.6465909006582218,0.011697726810544245,0.0016260493088860485,0.05821706140213381,Very Poor,Fair,Good,Good,Good,Fair
Wanliu,8,2014,65.99387054104797,103.94357612220516,9.49200802184673,58.27769457245263,747.3544973544973,74.45494111623144,25.944380440348183,1002.4430342208568,19.221780593958012,0.11882147124082611,1.1592251237412527,ENE,2014-08-01,0.6498734759604325,0.0309987737087514,0.00362290382513234,0.03798721485522012,Very Poor,Poor,Good,Good,Good,Good
Nongzhanguan,8,2014,60.484346731524155,87.64525089605735,6.549351425157877,47.38451740911418,952.4492234169654,104.59273980201398,26.18781575354156,1004.1623954599761,17.823233486943163,0.08513611537805087,1.5196172555043523,E,2014-08-01,0.8282167160147526,0.025204530536762863,0.0024997524523503343,0.053363642756129585,Very Poor,Poor,Good,Good,Good,Fair
Shunyi,8,2014,62.25096859532343,83.70832693292371,4.605007253797576,28.999366359447006,801.8689196108551,102.39476659839562,26.363871821129887,1004.8869943676395,17.13791816009558,0.0831199863457928,1.6251216077828983,S,2014-08-01,0.6972773214007436,0.01542519487204628,0.0017576363564112886,0.0522422278563243,Very Poor,Poor,Good,Good,Good,Fair
Guanyuan,8,2014,70.93612391193037,88.01838624338625,5.3609212322922,49.736473800989934,944.4807134323263,97.06302696705923,25.944380440348183,1002.4430342208568,19.221780593958012,0.11882147124082611,1.1592251237412527,ENE,2014-08-01,0.8212875768976751,0.02645557117073933,0.0020461531420962594,0.049521952534213896,Very Poor,Poor,Good,Good,Good,Good
Dongsi,8,2014,69.25434374466631,81.7892430448882,7.586866359447004,46.925,998.6473800989929,94.49014976958524,26.18781575354156,1004.1623954599761,17.823233486943163,0.08513611537805087,1.5196172555043523,E,2014-08-01,0.8683890261730375,0.02496010638297872,0.0028957505188729024,0.04820926008652309,Very Poor,Poor,Good,Good,Good,Good
Changping,8,2014,56.570831199863456,76.67642515787678,4.836990100699778,35.862273852193205,748.7604540023895,112.23944359105649,26.496961938897424,999.4608358934971,16.185641747738522,0.06562766683734426,1.7269862604540023,NNW,2014-08-01,0.6510960469585996,0.019075677580953833,0.001846179427748007,0.057265022240334945,Very Poor,Fair,Good,Good,Good,Fair
